ID,Gender,Age,EmployedStatus,YearsOfEmployed,OccupationType,IncomeType,TotalIncome,EducationLevel,HousingType,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email,Risk_TargetVariable
5067475,1,29.9225856793774,0,9.084375449187869,Drivers,Working,360000.0,Higher education,House / apartment,1,1,Married,0,2,7,0,1,0,0
5067484,0,35.20948410987221,0,12.750432931545479,High skill tech staff,Working,180000.0,Higher education,House / apartment,0,1,Married,2,4,41,1,1,0,0
5067491,1,23.81705305379303,0,0.5530572154116785,Cooking staff,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,14,0,0,1,0
5067492,0,59.782199497594064,0,1.8042807176054265,Other,Commercial associate,126000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,22,0,1,0,0
5067497,0,49.161858217485644,0,25.635023306433396,Core staff,State servant,112500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,42,0,0,0,0
5067505,0,61.901339521003166,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,30,0,0,0,0
5067506,1,35.658500859018325,0,5.99875425231182,Managers,Working,180000.0,Lower secondary,House / apartment,0,1,Civil marriage,0,2,58,0,0,0,0
5067509,1,51.53836149955167,0,2.299841885870346,Laborers,Commercial associate,225000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,18,0,0,0,1
5067514,0,49.18376147354155,0,18.053758804082218,Other,Working,675000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,28,0,0,1,1
5067527,0,60.40370438818046,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,45,0,1,0,0
5067529,0,37.7365722773226,0,5.634612620382349,Core staff,State servant,157500.0,Higher education,House / apartment,1,1,Civil marriage,0,2,30,0,0,1,0
5067541,0,57.98887040801659,0,7.469010315064649,Other,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,14,0,0,0,0
5067548,0,64.1820160578246,1,0.0,Other,Pensioner,175500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,22,0,1,0,0
5067554,0,27.48584844315763,0,7.805772876924235,Managers,Commercial associate,279000.0,Higher education,Office apartment,1,1,Single / not married,0,1,5,0,0,1,1
5067556,0,51.516458243495755,0,31.469503138325905,Laborers,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,32,0,0,0,0
5067558,1,62.56938883070836,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,16,0,0,0,0
5067559,0,41.5011944119318,0,9.971457319452144,Core staff,Commercial associate,225000.0,Higher education,House / apartment,0,1,Married,1,3,9,0,0,0,0
5067560,1,41.87628767188922,0,15.053012724422814,Managers,Commercial associate,900000.0,Higher education,House / apartment,1,1,Married,0,2,5,0,0,0,0
5067564,0,26.828750761480386,0,5.412842152816279,Other,Commercial associate,202500.0,Higher education,House / apartment,0,0,Single / not married,0,1,24,1,0,1,0
5067567,1,25.49539004907698,0,2.998008172652416,Laborers,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,0,2,4,0,0,1,0
5067571,1,35.38744806532646,0,4.635276562831543,IT staff,Commercial associate,180000.0,Higher education,House / apartment,1,0,Married,1,3,28,0,0,1,0
5067575,1,51.877861968418244,1,0.0,Other,Pensioner,270000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,21,0,0,0,0
5067583,1,23.899190264002684,0,4.805026797264831,Drivers,Working,67500.0,Secondary / secondary special,House / apartment,0,0,Civil marriage,1,3,2,1,0,0,0
5067584,1,48.97294263400344,0,1.5523932729624839,Drivers,Commercial associate,247500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,37,1,0,0,0
5067591,0,40.86599998631046,0,2.1602086285139324,Cooking staff,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,15,0,0,0,0
5067602,0,60.85545904433356,1,0.0,Other,Pensioner,207000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,40,0,0,1,0
5067605,0,53.832727571408036,0,31.918519887472023,Managers,State servant,139500.0,Secondary / secondary special,House / apartment,0,0,Widow,0,1,29,0,0,0,0
5067606,0,42.4786272134267,0,6.803698912366442,Sales staff,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,38,0,0,1,0
5067609,1,54.459708276008406,0,2.9158709624427606,Laborers,Working,270000.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,17,0,0,0,0
5067613,1,31.291539182871652,0,8.665475677118627,Other,State servant,225000.0,Higher education,House / apartment,1,1,Married,1,3,47,1,0,0,0
5067622,0,45.39723608287645,0,19.053094861633024,Laborers,Working,67500.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,9,0,0,0,0
5067631,0,48.77581332950026,0,2.551729330513289,Core staff,Working,126000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,5,0,0,0,0
5067633,0,56.8909696982142,1,0.0,Other,Pensioner,81000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,16,0,0,0,1
5067637,0,62.75830441419057,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,11,0,1,0,0
5067640,0,54.6513617664976,1,0.0,Other,Pensioner,171000.0,Higher education,House / apartment,0,1,Married,0,2,9,0,0,0,0
5067652,0,47.1002142412233,0,3.9179449270005544,Managers,State servant,787500.0,Higher education,House / apartment,0,1,Married,0,2,7,0,0,1,0
5067657,1,32.99999315523248,0,5.971375182241935,Laborers,Working,180000.0,Incomplete higher,House / apartment,1,1,Married,1,3,19,0,0,1,0
5067659,0,56.23113410952997,1,0.0,Other,Pensioner,112500.0,Higher education,House / apartment,0,1,Widow,0,1,44,0,0,0,0
5067661,0,23.472076770912476,0,0.3312867478456094,Accountants,Commercial associate,112500.0,Higher education,House / apartment,0,1,Married,0,2,5,0,0,1,0
5067663,1,48.47738146573852,0,8.331451022266029,Laborers,Commercial associate,225000.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,24,0,1,0,0
5067665,1,51.335756381034514,0,1.46751815574584,Security staff,Working,157500.0,Higher education,House / apartment,1,1,Married,0,2,16,0,0,0,0
5067672,1,24.38106189723266,0,1.8316597876753116,Drivers,Working,225000.0,Secondary / secondary special,Rented apartment,1,1,Single / not married,0,1,15,0,0,1,1
5067674,0,63.18268000027379,0,26.08404005557951,Laborers,Commercial associate,171000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,15,1,0,0,1
5067679,0,59.91909484794349,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,4,0,0,0,0
5067683,0,48.68546239826964,0,6.579190537793384,Other,State servant,110250.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,23,0,0,1,0
5067693,0,21.84849791576829,0,1.634530483172139,Core staff,Working,175500.0,Secondary / secondary special,House / apartment,1,0,Married,1,3,16,0,0,1,0
5067696,1,52.258431042389645,0,12.139879668987042,Managers,Working,450000.0,Higher education,House / apartment,1,1,Married,0,2,48,0,1,0,0
5067705,1,27.77606658589841,0,3.0828832898690597,Laborers,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,45,0,0,0,0
5067710,0,34.37442247274071,0,7.5812645023511775,Other,Working,337500.0,Academic degree,House / apartment,0,1,Single / not married,1,2,34,0,0,0,0
5067713,0,34.72213666262825,0,2.551729330513289,Managers,State servant,157500.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,5,0,0,1,0
5067725,0,28.167587287897767,0,7.1623647302819355,Managers,Commercial associate,135000.0,Incomplete higher,House / apartment,0,1,Married,1,3,27,1,1,0,0
5067739,0,25.166841208238363,0,3.5811823651409678,High skill tech staff,Working,135000.0,Higher education,House / apartment,1,1,Married,1,3,27,0,1,0,0
5067743,0,35.21769783089317,0,6.831077982436327,Other,Working,54000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,11,0,0,1,0
5067746,0,60.54059973852988,0,23.247568396339418,Private service staff,Working,135000.0,Higher education,House / apartment,0,1,Married,0,2,15,0,0,0,0
5067756,1,55.58498805588068,0,2.6639835177998177,Drivers,Working,315000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,58,0,0,0,0
5067759,0,63.905487450118756,0,14.886000396996515,Medicine staff,State servant,202500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,24,0,0,0,0
5067771,0,27.439304024038822,0,1.6646474602490127,Other,Working,112500.0,Secondary / secondary special,With parents,0,1,Married,0,2,1,1,0,1,0
5067775,0,42.9057407065169,0,0.6351944256213338,Laborers,Commercial associate,225000.0,Higher education,House / apartment,1,1,Separated,1,2,17,0,0,1,0
5067782,1,34.02670828285317,0,3.8330698097839107,High skill tech staff,Working,225000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,36,0,0,0,0
5067783,1,40.98646789461796,0,19.66638603119845,Drivers,Working,450000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,39,0,0,1,1
5067793,0,25.86774540202742,0,0.9719569874809202,Laborers,Working,121500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,30,0,0,0,0
5067799,0,53.09349267952114,0,0.3312867478456094,Other,Commercial associate,135000.0,Higher education,House / apartment,0,1,Single / not married,0,1,12,0,1,0,0
5067807,1,46.02969260149079,0,0.49829907527190836,Laborers,Working,139500.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,4,1,0,0,1
5067810,1,51.412417777230196,0,4.887164007474486,Other,Working,157500.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,30,0,0,0,0
5067811,1,36.34023970375846,0,2.803616775156232,Drivers,Working,157500.0,Secondary / secondary special,Municipal apartment,0,1,Civil marriage,1,3,6,0,0,0,0
5067815,1,48.85521263270293,0,2.998008172652416,Sales staff,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,47,0,0,0,0
5067826,0,37.14518436381308,0,3.2170407332114963,HR staff,Working,675000.0,Higher education,House / apartment,1,1,Married,2,4,6,0,0,0,1
5067832,0,58.52823808839333,0,1.579772343032369,Other,Working,315000.0,Higher education,House / apartment,1,1,Married,0,2,46,0,0,1,0
5067847,0,40.400555795122415,0,1.5523932729624839,Other,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,9,0,0,0,0
5067851,0,32.48526663791864,0,10.664147792220238,Core staff,Working,90000.0,Higher education,House / apartment,1,0,Married,1,3,25,0,1,0,0
5067856,0,63.626220935405925,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,7,0,0,0,0
5067858,0,46.328124465252536,0,2.998008172652416,Laborers,Commercial associate,193500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,20,0,0,1,0
5067861,0,39.6667967172495,0,5.971375182241935,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,12,0,0,0,1
5067863,0,51.212550565720036,0,14.634112952353574,Medicine staff,Working,144000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,20,0,0,0,0
5067872,1,48.03110262359939,0,7.805772876924235,Drivers,Working,315000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,16,0,1,0,0
5067885,1,46.574536095881506,0,2.4668542132966453,Other,Working,292500.0,Secondary / secondary special,Rented apartment,1,1,Married,0,2,8,0,0,0,0
5067896,0,58.89511762732979,1,0.0,Other,Pensioner,270000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,56,0,1,0,0
5067909,1,36.91520017522605,0,4.97203912469113,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,17,1,1,0,0
5067923,0,62.268219059939625,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,30,0,0,0,0
5067932,0,46.078974927616585,0,9.46768243016626,Other,Commercial associate,144000.0,Higher education,House / apartment,1,0,Married,0,2,51,0,0,0,0
5067949,0,49.64646775772261,0,9.83182406209573,Other,Commercial associate,157500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,7,0,1,1,0
5067953,1,60.53786183152289,0,10.551893604933708,Managers,Working,360000.0,Higher education,House / apartment,1,1,Married,0,2,51,0,0,0,0
5067968,0,43.267144431439384,0,24.720562366099234,High skill tech staff,Commercial associate,108000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,43,0,1,0,0
5067982,1,54.793732930861005,0,20.9176095333922,Managers,Working,153000.0,Higher education,With parents,1,1,Separated,0,1,56,0,0,1,1
5067987,0,47.27817819667755,0,7.052848450002395,Managers,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,38,0,0,0,0
5067989,0,33.42710664832269,0,2.299841885870346,Other,Working,315000.0,Secondary / secondary special,Rented apartment,1,0,Married,2,4,60,0,1,1,0
5067996,0,53.06063779543728,0,13.749768989096285,Laborers,Working,76500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,31,1,1,0,0
5068007,1,63.226486512385605,0,1.8042807176054265,Security staff,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,49,1,0,0,0
5068014,1,42.26780837388858,0,9.24591196260019,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,48,0,0,0,1
5068023,1,31.784362444129584,0,6.831077982436327,Other,State servant,157500.0,Higher education,House / apartment,1,1,Married,1,3,17,0,0,0,1
5068028,0,48.22549402109557,0,11.551229662484513,Sales staff,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,50,0,0,0,0
5068038,0,46.993435867950744,0,25.635023306433396,Medicine staff,State servant,112500.0,Secondary / secondary special,With parents,0,0,Married,0,2,59,0,0,0,0
5068041,0,44.87703375154863,0,4.3833891181886,Security staff,Working,247500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,19,0,0,0,0
5068048,0,54.730761069700264,0,28.720644503309444,Accountants,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,42,0,0,0,0
5068053,1,49.97227869155424,0,4.8022888902578424,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,37,0,0,0,0
5068055,1,41.30132720042164,0,0.9692190804739317,Managers,Working,427500.0,Higher education,House / apartment,1,1,Married,1,3,27,0,0,0,0
5068067,0,62.42154185233098,1,0.0,Other,Pensioner,99000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,13,0,0,0,0
5068080,1,38.738646241880396,0,8.468346372615454,Laborers,Commercial associate,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,22,0,0,0,0
5068081,0,59.46186437777641,1,0.0,Other,Pensioner,81000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,28,0,0,1,0
5068086,1,53.65476361595378,0,2.718741657939588,Drivers,Working,220500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,55,0,1,0,0
5068094,0,29.747359630930134,0,4.05484027734998,Sales staff,Commercial associate,234000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,55,0,0,0,0
5068108,0,55.14692293476252,0,8.468346372615454,Core staff,State servant,450000.0,Higher education,House / apartment,0,1,Single / not married,0,1,23,0,1,1,1
5068118,0,58.06826971121926,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,18,0,0,0,1
5068119,1,46.74976214432877,0,8.05492241456019,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,57,0,0,0,0
5068130,0,50.48426730186109,0,7.551147525274304,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,39,0,0,0,0
5068135,0,55.96555712985209,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,22,0,0,0,0
5068151,1,53.56715059173015,0,8.887246144684696,Other,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,49,0,0,0,0
5068162,1,46.74976214432877,0,4.969301217684142,Security staff,Working,247500.0,Higher education,Municipal apartment,1,0,Married,0,2,2,0,0,1,0
5068167,0,35.858368070528485,0,4.887164007474486,Other,Working,202500.0,Higher education,House / apartment,0,1,Single / not married,0,1,17,0,0,1,0
5068169,1,30.179948938034318,0,8.468346372615454,IT staff,Working,310500.0,Higher education,House / apartment,1,1,Married,1,3,22,0,0,1,0
5068174,0,36.40047365791221,0,6.718823795149798,Sales staff,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,24,0,0,1,0
5068181,1,35.48327481057106,0,5.549737503165705,Drivers,State servant,148500.0,Secondary / secondary special,House / apartment,1,1,Married,3,5,19,0,1,0,0
5068187,0,59.51388461090919,1,0.0,Other,Pensioner,56250.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,45,0,0,0,0
5068188,1,50.968876842098055,0,0.8022067530476327,Laborers,Working,351000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,48,0,0,1,0
5068190,0,51.152316611566285,0,9.801707085018856,Sales staff,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,37,0,0,0,1
5068191,0,27.951292634345673,0,4.720151680048187,Realty agents,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,8,0,0,1,0
5068194,1,49.011273332101275,0,9.8865822022355,Laborers,Working,270000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,13,0,0,0,0
5068196,1,44.553960724723986,0,6.466936350506855,Drivers,Working,173250.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,26,1,0,0,0
5068200,1,44.573126073772904,0,8.38347125539881,Managers,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,26,0,1,1,0
5068206,0,61.69873440248602,0,14.96813760720617,Other,Working,166500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,57,0,1,0,0
5068224,0,37.39159599444205,0,11.217205007631916,Core staff,Working,144000.0,Higher education,House / apartment,1,1,Separated,1,2,57,0,0,0,0
5068228,1,31.636515465752204,0,11.217205007631916,High skill tech staff,Commercial associate,337500.0,Secondary / secondary special,House / apartment,1,1,Separated,1,2,27,0,0,0,0
5068232,1,38.015838792035424,0,0.6351944256213338,Laborers,State servant,112500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,49,0,0,0,0
5068236,1,43.894125136039754,0,14.801125279779871,Drivers,State servant,225000.0,Higher education,House / apartment,1,0,Civil marriage,0,2,41,0,0,1,0
5068237,0,30.850736154746503,0,6.967973332785752,Laborers,Working,247500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,29,1,1,0,0
5068245,0,54.930628281210424,0,8.38347125539881,Accountants,Commercial associate,112500.0,Higher education,House / apartment,0,1,Married,0,2,45,1,1,0,0
5068248,1,34.86998364100563,0,0.30116977076873586,Other,Working,450000.0,Secondary / secondary special,With parents,1,0,Married,1,3,10,0,0,0,0
5068251,0,36.81115970896048,0,7.469010315064649,Laborers,Working,225000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,9,0,1,0,0
5068254,1,52.091418714963346,0,7.88791008713389,Sales staff,Commercial associate,90000.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,23,0,0,0,0
5068261,1,44.573126073772904,0,1.3005058283195412,Security staff,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,39,0,0,0,0
5068262,0,34.59619294030678,0,14.634112952353574,Medicine staff,State servant,157500.0,Higher education,House / apartment,0,0,Married,2,4,30,0,0,0,0
5068267,0,43.95162118318651,0,5.215712848313107,Core staff,Commercial associate,450000.0,Secondary / secondary special,House / apartment,1,1,Single / not married,0,1,14,0,0,0,0
5068289,0,30.19363847306926,0,0.30116977076873586,Sales staff,Commercial associate,112500.0,Secondary / secondary special,With parents,0,0,Married,1,3,19,0,0,0,0
5068293,1,42.02961046428058,0,1.5496553659554952,Drivers,Working,292500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,25,0,0,0,0
5068298,0,53.783445245282245,0,1.46751815574584,Managers,State servant,121500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,32,1,0,0,0
5068300,0,26.809585412431467,0,0.8022067530476327,Core staff,Working,135000.0,Higher education,House / apartment,0,1,Civil marriage,1,3,0,0,0,1,0
5068304,1,36.67426435861106,0,1.1307555938862537,Other,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,3,0,0,0,0
5068308,1,26.41806471043211,0,0.38330698097839105,Managers,Commercial associate,198000.0,Incomplete higher,House / apartment,0,1,Single / not married,1,2,18,0,0,0,0
5068315,1,46.64845958507019,0,15.053012724422814,Drivers,Working,450000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,11,0,1,0,1
5068318,0,62.02728324332464,1,0.0,Other,Pensioner,189000.0,Higher education,House / apartment,0,1,Separated,0,1,8,0,0,0,0
5068322,0,50.23511776422514,0,10.54915569792672,High skill tech staff,Working,171000.0,Higher education,House / apartment,0,1,Married,0,2,5,0,0,0,0
5068329,0,44.69085607507341,0,14.96813760720617,Medicine staff,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,1,3,23,0,0,0,0
5068334,0,27.655598677590916,0,1.3826430385291963,Laborers,Working,112500.0,Higher education,House / apartment,1,1,Married,0,2,18,1,1,0,0
5068341,1,57.0333408625776,0,6.633948677933154,Drivers,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,55,0,0,0,1
5068347,1,49.91204473740049,0,1.2156307111028974,Managers,Commercial associate,135000.0,Higher education,House / apartment,1,1,Married,1,3,7,1,1,0,0
5068358,1,39.12742903687276,0,12.887328281894906,Laborers,Working,180000.0,Lower secondary,House / apartment,0,0,Married,1,3,50,0,0,0,0
5068361,0,38.56068228642614,0,8.887246144684696,Laborers,Working,270000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,46,0,0,0,1
5068368,1,32.20326221619882,0,1.0540941976905753,Sales staff,Working,135000.0,Higher education,House / apartment,0,1,Married,0,2,2,0,0,0,0
5068370,1,53.21943640184261,0,14.54923783513693,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,3,0,0,0,0
5068375,0,33.05475129537225,0,3.8878279499236807,Other,Commercial associate,202500.0,Secondary / secondary special,Municipal apartment,0,0,Separated,1,2,16,0,0,0,0
5068378,0,34.667378522488484,0,3.7208156224973816,Sales staff,Working,126000.0,Higher education,House / apartment,0,1,Married,1,3,15,1,1,1,0
5068383,0,23.02032211475937,0,0.4681820981950348,Sales staff,Working,90000.0,Incomplete higher,House / apartment,0,1,Single / not married,0,1,16,1,1,1,1
5068385,0,38.47306926220251,0,0.38330698097839105,Sales staff,Working,270000.0,Higher education,House / apartment,1,1,Separated,1,2,59,0,1,1,0
5068395,0,58.437887157162706,1,0.0,Other,Pensioner,202500.0,Higher education,House / apartment,0,1,Single / not married,0,1,44,0,1,1,0
5068401,1,48.75938588745833,0,2.299841885870346,Drivers,Working,225000.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,17,0,0,0,0
5068403,0,60.20657508367728,1,0.0,Other,Pensioner,126000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,0,2,23,0,0,0,0
5068405,0,27.0395696010185,0,4.301251907978945,Core staff,Working,157500.0,Higher education,House / apartment,0,1,Married,0,2,11,0,0,0,0
5068412,1,34.27859572749612,0,14.634112952353574,Drivers,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,29,0,0,0,0
5068416,0,32.98356571319055,0,13.131002005516882,Medicine staff,State servant,157500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,51,0,0,0,0
5068422,0,52.21188662327084,0,28.720644503309444,Accountants,State servant,360000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,45,0,0,0,0
5068440,0,57.62199086908013,1,0.0,Other,Pensioner,157500.0,Higher education,House / apartment,0,0,Married,0,2,15,0,0,1,0
5068441,1,30.85621196876048,0,2.3819790960800016,Laborers,Working,202500.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,39,0,0,0,0
5068443,0,37.90906041876288,0,7.551147525274304,Core staff,Working,81000.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,15,0,0,0,0
5068445,1,28.463281244652524,0,2.1300916514370587,Laborers,Working,112500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,5,0,0,0,0
5068448,0,60.17645810660041,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,44,0,0,0,0
5068452,1,51.527409871523716,0,8.720233817258396,Low-skill Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,7,0,1,0,0
5068459,0,37.183515061910924,0,7.052848450002395,Other,Commercial associate,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,23,0,0,0,0
5068461,0,27.858203796108064,0,5.382725175739406,Private service staff,Commercial associate,90000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,4,0,1,0,0
5068469,0,61.271620909395814,1,0.0,Other,Pensioner,247500.0,Secondary / secondary special,Municipal apartment,0,1,Widow,0,1,31,0,0,0,0
5068470,0,41.47929115587589,0,1.968555138024737,Medicine staff,Commercial associate,108000.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,42,0,0,0,1
5068475,1,59.316755306406016,0,11.8879922243441,Managers,State servant,229500.0,Secondary / secondary special,House / apartment,1,0,Married,1,3,20,0,0,0,0
5068486,1,31.2805875548437,0,7.217122870421706,Security staff,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,13,0,0,0,1
5068487,0,23.088769789934084,0,2.0534302552413806,Other,Working,180000.0,Incomplete higher,House / apartment,0,1,Married,1,3,18,0,0,0,0
5068489,1,50.16119427503645,0,0.30116977076873586,Other,Commercial associate,315000.0,Higher education,House / apartment,0,0,Married,1,3,9,0,1,0,0
5068503,0,43.464273735942555,0,7.551147525274304,Core staff,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,27,1,1,0,0
5068523,0,33.84053060637795,0,1.0540941976905753,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,30,0,0,1,0
5068527,0,22.776648391137396,0,1.8864179278150817,Other,Working,135000.0,Higher education,House / apartment,0,1,Married,0,2,8,1,0,0,0
5068535,1,57.47688179770974,0,5.130837731096463,Laborers,Working,157500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,2,0,0,0,0
5068536,0,54.2215103664004,0,8.887246144684696,Sales staff,Working,337500.0,Secondary / secondary special,House / apartment,1,1,Single / not married,0,1,35,0,0,0,0
5068543,1,52.98123849223461,0,2.800878868149243,Laborers,Commercial associate,117000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,47,0,0,0,0
5068550,1,48.951039377947524,1,0.0,Other,Pensioner,180000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,26,0,0,0,0
5068556,1,33.919929909580624,0,5.130837731096463,High skill tech staff,Working,202500.0,Higher education,House / apartment,0,1,Single / not married,0,1,42,0,0,0,1
5068559,1,53.701308035072586,0,1.0540941976905753,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,59,0,0,0,0
5068561,1,27.62548170051404,0,1.968555138024737,Other,Working,225000.0,Incomplete higher,House / apartment,1,1,Married,0,2,10,0,1,0,0
5068563,0,50.84567102678358,0,8.131583810755867,Medicine staff,Working,216000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,9,0,0,0,0
5068573,0,43.70794745956454,0,1.0540941976905753,Sales staff,Working,67500.0,Secondary / secondary special,With parents,0,1,Married,1,3,60,0,0,0,0
5068577,0,33.873385490461814,0,8.887246144684696,Core staff,Working,140400.0,Secondary / secondary special,House / apartment,0,1,Married,3,5,8,0,0,0,1
