,Gender,Age,UnemployedStatus,YearsOfEmployed,OccupationType,IncomeType,TotalIncome,EducationLevel,HousingType,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email
5742,1,46.15289841680527,0,4.60515958575467,10,4,135000.0,4,1,1,1,0,0,2,7,0,0,1
638,0,36.7837806388906,0,0.3340246548525979,16,4,144000.0,1,1,0,1,0,1,3,16,1,1,1
8559,0,40.42519695818532,0,9.018665681020144,3,0,225000.0,4,1,0,0,0,1,3,0,0,0,0
9419,1,58.86500065025291,0,8.123370089734902,8,0,202500.0,4,1,1,1,1,0,2,51,0,0,0
1045,0,35.86384388454246,0,0.5065127962928739,1,0,112500.0,4,1,0,1,1,0,2,26,1,0,0
2741,0,54.57196246329493,0,18.09208950218006,12,0,202500.0,1,1,0,0,4,0,1,47,1,1,0
7447,1,46.00778934543488,1,0.0,12,1,112500.0,1,1,1,0,1,0,2,39,0,0,0
2313,0,55.557608985810795,0,2.6831488668487373,8,4,103500.0,4,1,1,0,1,0,2,35,0,0,0
7842,0,32.197786402184846,0,0.5119886103068509,15,4,360000.0,4,1,0,1,1,1,3,43,0,0,1
7896,1,37.164349712862,0,6.009705880339774,15,0,270000.0,4,1,0,1,2,1,2,48,0,1,0
8463,1,24.044299335373072,0,2.7871893331143007,8,4,292500.0,4,1,1,1,1,2,4,3,1,0,0
3139,0,55.193467353881324,1,0.0,12,1,135000.0,4,1,1,0,1,0,2,21,0,0,0
7937,0,33.38603804321786,0,6.261593324982717,15,0,135000.0,4,1,0,1,1,3,5,4,0,0,0
6341,1,39.124691129865774,0,6.762630307261614,4,0,211500.0,4,1,1,0,1,1,3,60,0,0,0
1765,0,54.25710315749126,0,12.799715257671274,1,0,227250.0,4,1,0,1,1,0,2,43,0,1,0
6036,0,59.103198559860914,0,13.714176198005434,8,0,121500.0,4,1,0,0,0,0,2,31,0,0,0
6626,0,54.74171269772822,1,0.0,12,1,175500.0,4,1,1,0,1,1,3,34,0,0,0
6924,1,37.23005948102973,0,3.8275939957699334,8,0,270000.0,4,1,0,1,1,0,2,24,0,0,0
3621,0,59.83421973072684,1,0.0,12,1,225000.0,1,1,0,0,1,0,2,35,0,1,0
4656,0,58.08743506026818,0,9.968719412445155,10,4,216000.0,4,1,1,1,1,0,2,39,0,0,0
2092,0,50.38296474260252,0,20.27146347974291,11,4,252000.0,4,1,0,1,2,1,2,58,0,0,0
6218,0,41.09872208190449,0,20.846423951210497,12,4,193500.0,1,5,0,0,1,2,4,39,1,1,0
433,0,36.30190900566062,0,0.5831741924885521,3,2,67500.0,2,5,0,1,1,2,4,2,0,0,0
8830,0,59.76850996255912,1,0.0,12,1,99000.0,4,1,0,0,3,0,1,33,0,0,0
7042,0,56.90739714025613,0,4.317679350020876,0,4,373500.0,4,1,1,1,4,0,1,23,0,0,0
1450,1,29.24358474164425,0,5.8919758790392684,15,0,225000.0,1,5,1,1,3,0,1,7,0,1,0
4055,0,48.61975263010192,0,5.623660992354394,8,4,135000.0,4,1,0,1,0,0,2,5,0,0,0
6617,0,43.614858621326924,0,10.261675462192926,8,4,121500.0,1,1,0,1,1,0,2,24,1,0,0
5952,0,54.235199901435344,0,4.213638883755313,1,4,225000.0,4,1,1,1,4,0,1,27,0,0,0
2638,0,55.4864234036291,1,0.0,12,1,54000.0,4,1,1,1,1,0,2,55,0,1,0
5283,0,37.698241579224764,0,1.5934618780673113,17,4,58500.0,4,1,0,0,1,0,2,18,0,1,0
4755,0,37.21089413198081,0,8.887246144684696,15,0,225000.0,4,1,1,1,1,1,3,46,0,0,0
1326,0,32.58109338316324,0,9.199367543481385,0,0,67500.0,4,1,0,1,1,1,3,15,0,0,0
7691,0,48.003723553529504,0,10.338336858388605,11,4,180000.0,1,1,0,1,3,0,1,12,0,0,0
7761,0,53.849155013449966,0,14.836718070870722,12,4,81000.0,4,1,0,1,2,0,1,21,0,0,0
5999,1,44.21446025585741,0,11.715504082903824,10,0,198000.0,1,1,1,1,0,1,3,27,0,1,0
3495,0,42.51148209751056,0,10.38214337050042,0,4,315000.0,1,1,0,1,1,0,2,44,1,1,0
9055,0,23.713012587527466,0,1.3689535034942537,15,4,67500.0,4,1,0,0,3,0,1,14,1,0,0
6760,1,33.640663394867794,0,10.67783732725518,3,0,315000.0,4,1,0,1,1,1,3,23,0,0,0
9602,1,35.07532666652977,0,11.846923619239272,12,4,202500.0,1,1,0,0,3,0,1,14,0,0,0
2208,0,51.959999178627896,1,0.0,12,1,67500.0,4,1,0,0,1,0,2,53,0,0,0
4233,0,58.30372971382027,0,7.794821248896281,0,4,274500.0,1,1,0,1,1,0,2,21,0,0,0
1540,0,54.547321300232035,0,2.6393423547369212,15,4,135000.0,4,1,0,1,1,0,2,29,0,0,0
2986,1,26.667214248068063,0,8.295858231175178,12,4,121500.0,1,1,0,0,1,0,2,27,0,0,0
863,0,46.60465307295838,0,28.367454499407927,8,4,112500.0,4,1,0,1,1,0,2,38,0,1,0
3470,0,33.618760138811886,0,5.048700520886808,8,4,148500.0,4,1,0,1,1,0,2,0,1,0,0
9254,1,25.394087489818407,0,1.3497881544453343,8,4,135000.0,4,1,0,0,3,0,1,1,0,0,0
1043,0,62.17786812870901,0,37.50658808873557,6,0,148500.0,1,1,0,1,1,0,2,25,0,1,0
8890,1,36.90972436121207,0,0.40794814404128765,12,4,180000.0,4,1,0,1,1,1,3,7,0,0,0
1948,0,43.83389118188601,0,7.30199798763835,3,2,292500.0,1,1,1,0,1,1,3,31,0,1,0
6316,0,31.20666406565501,0,4.432671444314394,3,4,202500.0,4,1,0,0,3,0,1,14,1,1,0
6484,0,51.85322080535534,0,33.34496943811303,8,4,202500.0,4,1,0,1,2,0,1,0,0,0,0
1952,1,41.36977487559635,0,3.79747701869306,8,4,234000.0,4,4,0,1,1,0,2,7,1,0,0
4176,1,50.96066312107709,0,10.631292908136375,8,4,202500.0,4,1,1,1,1,1,3,12,0,0,0
2220,0,48.3377482083821,0,14.735415511612148,12,4,85500.0,4,1,0,0,1,0,2,9,1,0,0
7512,0,41.3807265036243,0,17.11191879367817,15,4,135000.0,4,1,0,1,3,1,2,50,0,0,0
4928,1,30.12519079789455,0,5.193809592257199,8,4,202500.0,4,1,1,1,1,0,2,14,0,0,0
8861,0,48.45274030267562,0,5.180120057222257,12,0,238500.0,2,1,0,1,0,0,2,3,0,0,0
5374,0,54.4843494390713,0,9.525178477313018,6,2,135000.0,4,1,0,0,1,0,2,55,1,0,0
6359,0,45.832563296987615,0,11.756572688008651,8,0,121500.0,4,1,0,0,1,1,3,6,0,0,0
8150,0,30.171735217013353,0,1.4319253646549894,3,0,225000.0,1,5,0,1,3,0,1,30,0,0,0
2624,0,67.53047632737155,1,0.0,12,1,90000.0,4,1,0,1,1,0,2,35,0,0,0
7436,0,65.02802932298404,1,0.0,12,1,126000.0,4,1,0,0,1,0,2,22,0,0,0
7638,0,57.40569621552804,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,18,0,1,0
6577,0,59.6781590313285,1,0.0,12,1,112500.0,4,1,1,1,1,0,2,41,0,0,0
437,0,59.80957856766395,1,0.0,12,1,189000.0,2,1,0,1,4,0,1,10,0,0,0
5459,1,41.33965789851948,1,0.0,12,1,135000.0,4,1,0,1,1,3,5,13,0,0,0
7063,0,35.64481132398338,0,6.316351465122487,12,0,247500.0,4,1,0,1,1,2,4,15,0,0,0
621,0,46.410261675462195,0,8.260265440084327,12,4,157500.0,4,1,0,1,1,0,2,31,1,1,0
3051,0,49.30422938184905,0,6.464198443499867,12,2,157500.0,4,1,0,1,1,0,2,28,1,0,0
6035,0,28.323647987296113,0,7.214384963414718,11,4,67500.0,4,5,0,1,2,1,2,40,0,0,0
1630,0,47.47804540818771,0,0.29843186376174735,12,4,270000.0,1,1,0,1,1,0,2,20,0,1,0
4333,0,49.824431713176864,0,8.263003347091315,12,0,229500.0,4,1,1,1,0,0,2,60,0,0,0
7288,0,41.70106162344196,0,1.0130255925857479,15,4,202500.0,4,1,0,1,1,0,2,13,1,0,1
8691,0,60.18467182762137,1,0.0,12,1,135000.0,4,1,1,1,4,0,1,8,0,0,0
2823,0,36.86044203508628,0,2.0999746743601855,3,2,157500.0,4,1,0,1,3,0,1,26,0,0,0
6432,0,37.1397085497991,0,3.5948719001759106,12,0,180000.0,4,1,0,1,1,0,2,38,0,0,0
7136,0,41.00289533665989,0,11.532064313435594,12,4,180000.0,4,1,0,1,1,2,4,21,0,0,0
8267,0,49.50135868635222,0,4.703724238006256,10,0,337500.0,4,4,0,0,1,0,2,18,1,0,0
7419,1,53.34538012416408,0,18.612291833507875,10,4,247500.0,4,1,1,0,1,0,2,57,0,0,0
6516,0,40.37591463205952,0,8.840701725565891,8,0,185400.0,4,1,1,0,1,0,2,19,0,0,0
9534,1,28.367454499407927,0,1.2922921072985756,3,2,265500.0,1,5,0,0,3,0,1,5,0,0,0
4058,0,28.84385031862393,0,10.45606685968911,8,4,112500.0,4,1,0,1,1,0,2,12,1,1,0
9205,1,41.427270922743105,0,4.013771672245152,12,0,180000.0,1,1,1,1,1,1,3,32,0,0,1
3702,0,57.047030397612545,1,0.0,12,1,31500.0,4,1,0,0,1,0,2,12,0,0,0
5168,0,48.51297425682937,0,9.426613825061432,9,4,90000.0,4,1,0,0,0,0,2,54,0,0,0
6824,1,59.368775539538795,0,6.631210770926165,4,4,180000.0,4,1,1,1,1,0,2,20,0,0,0
9551,0,49.16733403149962,0,1.7933290895774725,15,4,283500.0,4,1,0,1,1,0,2,35,0,0,0
6022,0,35.27793178504692,0,5.714011923585016,8,4,157500.0,4,1,1,1,1,2,4,26,1,0,0
9091,0,37.75847553337851,0,3.704388180455451,0,0,180000.0,4,1,0,0,1,2,4,15,1,0,0
7964,1,60.48310369138312,1,0.0,12,1,112500.0,4,1,0,0,1,0,2,34,0,0,0
2278,0,60.16003066455848,1,0.0,12,1,90000.0,4,1,0,1,1,0,2,7,0,0,0
8873,0,45.42461515294633,0,22.598684435683143,3,4,81000.0,4,1,0,1,0,1,3,38,0,0,0
695,0,41.13705278000233,0,0.5831741924885521,15,0,99000.0,4,1,0,0,2,0,1,31,0,0,1
39,0,20.504185575336933,0,2.1821118845698404,13,0,112500.0,4,1,1,1,3,0,1,0,0,1,1
3343,0,65.35657816382266,1,0.0,12,1,49500.0,4,1,0,0,4,0,1,42,0,0,0
9360,0,35.05616131748085,0,13.626563173781802,0,4,135000.0,1,1,1,0,1,2,4,58,0,0,0
7546,0,57.079885281696406,0,11.198039658582996,10,4,463500.0,1,1,1,1,1,0,2,34,1,1,0
8207,0,60.592619971662664,1,0.0,12,1,360000.0,1,1,0,1,1,0,2,56,0,0,0
1880,1,35.710521092151104,0,1.067783732725518,8,0,157500.0,4,1,1,1,1,0,2,47,1,1,0
45,0,27.554296118332342,0,8.687378933174534,8,4,112500.0,1,1,0,1,0,0,2,43,0,0,1
5901,0,55.14418502775553,1,0.0,12,1,90000.0,4,1,0,1,2,0,1,16,0,0,0
6566,0,34.34430549566384,0,3.096572824904002,3,4,135000.0,2,3,0,0,1,3,5,42,1,0,0
7080,0,40.09117230333272,0,10.738071281408926,3,4,90000.0,1,1,0,1,1,2,4,19,0,1,0
4135,1,38.08702437421713,0,12.87637665386695,12,4,184500.0,1,1,0,1,1,2,4,25,0,0,1
6304,0,43.776395134739246,0,18.17970252640369,12,4,103500.0,1,1,0,0,1,0,2,16,1,1,0
2831,1,61.19495951320013,1,0.0,12,1,67500.0,4,1,0,1,2,0,1,47,0,1,0
6094,1,36.833062965016396,0,11.1733984955201,8,0,225000.0,1,1,1,1,1,0,2,48,0,0,0
5944,1,43.3355921066141,0,1.7139297863748058,12,0,202500.0,1,1,0,1,2,0,1,26,0,1,0
9372,0,24.758893064197075,0,2.7926651471282775,12,0,225000.0,1,1,0,1,3,1,2,12,0,0,0
6214,0,28.915035900805627,0,6.179456114773061,3,4,90000.0,1,1,0,0,0,0,2,38,1,0,0
6101,1,42.18019534966495,0,4.005557951224187,4,0,202500.0,1,1,1,1,1,0,2,38,0,0,0
2860,1,32.411343148729955,0,2.1848497915768292,10,4,202500.0,1,1,1,1,1,2,4,54,0,0,0
777,1,48.64986960717879,0,2.390192817100967,12,4,90000.0,4,1,0,1,1,0,2,21,0,0,0
2965,1,40.775649055079846,0,7.129509846198074,8,0,202500.0,4,1,1,1,1,0,2,36,0,0,0
2608,0,64.31617350116703,1,0.0,12,1,121500.0,4,1,0,0,2,0,1,10,0,0,0
5240,0,40.80029021814274,0,5.013107729795958,15,4,67500.0,4,2,1,0,1,0,2,11,0,0,0
9644,0,30.69193754834117,0,4.720151680048187,0,0,256500.0,1,1,1,1,3,0,2,46,1,0,0
7914,1,44.586815608807846,0,14.343894809612792,12,4,315000.0,4,1,1,1,1,0,2,56,0,0,0
176,1,33.62697385983285,0,1.1088523378303456,10,0,225000.0,1,1,0,0,0,0,2,34,0,1,0
5517,0,31.770672909094642,0,7.449844966015729,3,2,112500.0,1,1,0,0,1,2,4,3,0,0,1
9582,1,33.3285419960711,0,0.8460132651594489,8,4,153000.0,4,1,0,1,1,0,2,5,0,0,0
7155,0,56.617178997515346,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,46,0,0,0
3769,0,48.90449495882872,0,0.5804362854815636,8,0,247500.0,4,1,0,1,0,0,2,4,0,0,0
3744,0,30.722054525418045,0,1.0759974537464836,3,4,166500.0,1,5,0,1,0,0,2,56,1,0,0
2054,1,39.83928485868977,0,3.7509325995742553,3,2,202500.0,4,1,0,1,1,0,2,21,1,0,0
5362,0,50.733416839497046,0,0.36687953893646,15,0,67500.0,4,2,0,0,1,0,2,13,0,0,0
9540,0,29.525589163364067,0,6.877622401555131,3,0,67500.0,1,1,0,1,1,1,3,55,0,0,0
3552,1,40.384128353080484,0,0.24367372362197717,4,4,247500.0,4,1,1,0,0,1,3,31,0,0,0
7717,0,38.694839729768574,0,0.5065127962928739,15,4,157500.0,4,1,0,1,1,1,3,56,0,1,0
8854,0,39.669534624256485,0,15.931880873666126,11,2,166500.0,1,1,1,0,1,1,3,33,0,0,0
6670,0,64.77066606432713,1,0.0,12,1,225000.0,4,1,0,1,4,0,1,44,0,0,0
2225,1,35.65302504500435,0,4.298514000971957,12,4,225000.0,1,1,1,0,1,0,2,48,1,0,0
7608,0,45.287719802596904,0,0.27926651471282776,15,0,90000.0,4,1,0,1,1,0,2,48,1,1,0
5579,0,31.817217328213445,0,3.364887711588876,8,0,225000.0,4,1,1,0,0,0,2,32,0,0,0
6551,0,36.78104273188361,0,3.4333353867635883,8,4,135000.0,4,1,0,0,2,2,3,14,1,0,0
7574,0,66.53661608383472,1,0.0,12,1,121500.0,4,1,0,1,1,0,2,18,0,0,0
6465,1,31.162857553543194,0,6.757154493247636,4,4,157500.0,4,1,1,1,1,0,2,39,1,1,0
4379,1,51.34123219504849,0,32.59752082520517,8,4,202500.0,4,1,1,1,1,0,2,30,0,1,0
7931,1,47.557444711390374,0,1.3470502474383457,6,0,315000.0,1,1,1,1,1,1,3,31,0,0,0
6964,0,59.32223112041999,1,0.0,12,1,126000.0,4,1,0,1,3,0,1,13,0,0,0
1258,1,43.69699583153658,0,4.5065949335030835,10,0,1125000.0,4,4,1,0,1,0,2,33,0,0,0
4608,0,34.667378522488484,0,3.7208156224973816,15,4,126000.0,1,1,0,1,1,1,3,15,1,1,1
2872,0,64.30795978014606,0,14.100221085990814,1,4,450000.0,4,1,0,1,1,0,2,5,0,1,0
4308,0,49.391842406072676,0,13.177546424635686,12,4,247500.0,4,1,0,1,4,0,1,30,0,0,0
4954,1,33.72006269807046,0,0.7967309390336557,8,4,90000.0,4,1,0,1,2,1,2,25,0,0,0
1872,0,29.758311258958088,0,1.5523932729624839,3,2,337500.0,1,1,0,1,1,0,2,17,1,0,1
8397,0,37.25470064409262,0,11.039241052177662,3,0,162000.0,4,1,0,0,1,0,2,43,1,0,0
8618,1,52.56781453417935,0,4.298514000971957,4,4,180000.0,4,1,1,1,1,0,2,34,1,1,1
7088,0,56.60622736948739,1,0.0,12,1,90000.0,4,1,0,1,1,0,2,7,0,1,0
5410,0,59.910881126922526,1,0.0,12,1,56250.0,4,3,0,0,1,0,2,17,0,0,0
6240,0,29.2079919505534,0,1.0979007098023916,15,4,112500.0,4,1,1,0,0,2,4,21,1,1,0
8587,0,27.71857053875165,0,3.7180777154903932,8,4,112500.0,4,1,0,1,0,1,3,28,0,0,0
5236,0,44.868820030527665,0,19.513063238807092,12,4,405000.0,1,1,0,0,1,0,2,7,0,0,0
9344,1,28.383881941449857,0,6.540859839695544,15,4,144000.0,4,1,1,1,1,0,2,18,0,1,0
4399,1,40.099386024353684,0,5.347132384648555,10,4,202500.0,1,1,1,1,1,0,2,49,0,0,0
5318,0,40.92075812645023,0,10.174062437969294,12,2,225000.0,4,3,0,0,3,0,1,1,0,0,0
366,0,62.50094115553365,1,0.0,12,1,157500.0,4,1,0,0,1,0,2,60,0,0,0
6257,1,38.90839647631368,0,0.4325893071041842,9,4,81000.0,4,1,0,0,0,0,2,41,1,0,0
2671,0,33.92814363060159,0,8.591552187929937,15,0,112500.0,1,1,0,0,1,1,3,7,0,0,0
610,0,58.624064833637924,1,0.0,12,1,67500.0,4,1,0,1,1,0,2,16,0,0,0
1248,0,59.24009391021034,1,0.0,12,1,157500.0,4,1,1,0,1,0,2,55,0,0,0
4875,1,57.07167156067544,0,2.319007234919266,12,0,202500.0,1,2,0,1,1,0,2,4,0,0,0
3772,1,25.210647720350178,0,6.828340075429338,8,2,180000.0,4,1,0,1,0,0,2,3,0,0,0
8687,0,60.491317412404086,1,0.0,12,1,450000.0,1,1,0,0,1,0,2,53,0,0,0
2610,1,38.8563762431809,0,1.7139297863748058,4,0,157500.0,1,5,1,1,1,2,4,2,0,0,0
116,1,32.04993942380747,0,3.1869237561346226,4,0,270000.0,4,1,1,0,1,0,2,46,1,0,1
5565,1,43.10834582503405,0,2.3491242119961395,4,4,121500.0,4,1,1,0,1,2,4,15,1,1,0
8690,1,60.92664462651526,1,0.0,12,1,135000.0,4,1,1,1,1,0,2,15,0,0,0
2120,1,49.81895589916289,0,6.768106121275591,10,0,675000.0,1,1,1,1,1,0,2,45,1,0,0
4508,0,28.167587287897767,0,7.1623647302819355,10,0,135000.0,2,1,0,1,1,1,3,27,1,1,0
7180,1,34.067776887958,0,4.429933537307405,3,4,135000.0,4,1,1,1,1,1,3,24,0,0,0
3067,0,42.34446977008426,0,6.212310998856924,9,0,157500.0,4,1,0,1,1,1,3,39,0,1,0
7523,1,36.173227376332164,0,2.1109263023881395,4,4,157500.0,4,4,1,1,1,0,2,8,0,0,0
6572,0,28.627555665071835,0,5.347132384648555,11,4,180000.0,4,1,0,0,0,0,2,4,1,0,0
2628,1,50.62663846622449,0,1.2950300143055642,8,4,112500.0,4,1,1,1,0,0,2,37,1,0,0
1702,0,58.08469715326119,0,2.212228861646714,11,2,112500.0,4,1,0,1,1,0,2,41,0,0,0
5399,0,53.64107408091884,0,4.03567492830106,12,4,99000.0,4,1,0,1,1,0,2,17,1,1,0
4652,0,58.969041116518476,1,0.0,12,1,135000.0,1,1,1,0,1,0,2,27,0,0,0
4138,0,35.90491248964729,0,4.9610874966631755,11,0,135000.0,1,1,1,1,0,0,2,44,0,0,1
2259,0,49.28506403280012,0,8.651786142083685,12,4,166500.0,4,1,0,1,4,0,1,55,1,1,0
1515,1,41.37251278260334,0,16.060562502994586,12,0,189000.0,4,1,0,1,1,0,2,8,0,0,0
6098,1,22.171570942592936,0,2.8392095662470824,6,4,157500.0,4,1,1,1,3,0,1,1,0,0,0
9583,0,31.179284995585125,0,3.6003477141898874,3,0,180000.0,4,1,1,0,1,0,2,23,0,0,0
4185,1,44.189819092794515,0,2.464116306289657,4,4,270000.0,4,1,0,1,0,0,2,49,0,0,0
8627,0,48.30763123130523,0,21.4651909347899,8,0,216000.0,4,1,0,1,1,0,2,45,0,0,0
630,1,36.039069932989726,0,3.846759344818853,8,4,202500.0,4,1,0,1,1,0,2,18,0,0,0
1180,0,63.80144698385319,1,0.0,12,1,157500.0,1,1,0,0,1,0,2,50,0,1,0
2343,0,29.183350787490504,0,5.180120057222257,3,4,112500.0,4,1,0,1,1,0,2,13,1,0,0
1012,0,63.325051164637195,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,60,0,0,0
8678,0,42.768845356167475,0,10.38214337050042,15,4,315000.0,4,1,1,0,1,2,4,46,0,0,0
2275,0,49.1728098455136,0,4.89811563550244,15,0,121500.0,4,1,0,1,1,0,2,51,0,0,0
1363,0,28.340075429338043,0,3.619513063238807,12,4,180000.0,4,1,1,0,1,0,2,26,0,0,0
6342,0,29.930799400398364,0,4.599683771740692,12,2,135000.0,1,1,0,1,1,2,4,42,0,0,0
106,0,64.28605652409016,1,0.0,12,1,76500.0,4,1,0,0,1,0,2,3,0,0,0
9290,0,30.815143363655654,0,7.04463472898143,11,2,67500.0,4,1,0,0,1,1,3,11,0,0,0
7725,0,29.145020089392663,0,10.590224303031547,15,4,180000.0,4,1,0,1,1,1,3,37,1,1,0
3650,0,49.4575521742404,0,9.076161728166902,10,0,315000.0,1,1,1,0,4,0,1,38,1,0,0
7130,0,54.36114362375682,0,2.4449509572407373,1,4,87750.0,4,1,0,1,1,0,2,24,0,0,0
4089,0,54.28722013456813,0,15.126936213611504,12,4,90000.0,1,1,0,0,1,0,2,31,0,1,0
7260,0,58.43514925015572,0,12.679247349363779,10,2,630000.0,1,1,0,1,1,0,2,21,0,0,0
2481,0,51.782035223173644,0,12.18094827409187,12,2,144000.0,1,1,0,1,1,0,2,39,0,0,0
9504,1,39.68322415929143,0,2.0452165342204154,8,4,360000.0,4,1,1,0,1,0,2,38,0,0,1
3432,0,39.48061904077428,0,9.719569874809203,10,4,90000.0,4,1,1,1,1,1,3,27,0,0,0
266,0,39.056243454691064,0,20.186588362526265,8,0,126000.0,4,1,0,1,1,0,2,11,1,1,0
1069,0,31.51604755744471,0,1.4209737366270354,6,4,157500.0,1,1,0,1,3,0,1,13,0,0,0
6954,1,37.366954831379154,0,11.408858498121111,4,0,225000.0,4,1,1,0,1,0,2,54,0,0,0
9263,1,24.35915864117675,0,1.8453493227102542,15,0,261000.0,2,5,1,0,0,0,2,11,0,0,0
2366,0,59.74386879949623,1,0.0,12,1,72000.0,4,1,0,1,1,0,2,37,0,0,0
7784,0,27.729522166779606,0,1.0048118715647822,3,0,126000.0,4,1,1,1,1,1,3,14,0,1,0
8733,1,32.00339500468866,0,1.9603414170037714,6,0,315000.0,1,5,1,0,1,1,3,49,1,1,0
8006,0,50.80734032868573,0,24.096319568505855,3,4,135000.0,1,1,0,0,1,0,2,23,0,1,0
9581,0,26.53031889771864,0,3.2663230593372896,3,0,225000.0,1,5,1,1,3,0,1,24,0,0,0
2057,0,47.28091610368454,0,23.18733444218567,12,4,180000.0,1,1,1,1,2,0,1,14,0,0,0
4222,0,37.56134622887534,0,0.04654441911880463,15,4,135000.0,4,1,0,0,4,1,2,11,0,0,0
3469,0,60.9184309054943,1,0.0,12,1,45000.0,3,1,0,1,1,0,2,38,0,0,0
1778,0,61.819202310793514,1,0.0,12,1,135000.0,4,1,0,1,4,0,1,10,0,0,0
4279,0,22.05110303428544,0,1.0650458257185293,3,0,72000.0,4,1,0,1,1,1,3,3,1,0,0
3921,1,29.856875911209674,0,5.128099824089475,8,4,270000.0,4,1,0,1,1,2,4,50,0,0,1
1576,0,56.31053341273264,1,0.0,12,1,193500.0,1,1,0,1,1,0,2,16,0,0,0
6156,0,42.585405586699245,0,0.26283907267089673,8,0,157500.0,4,1,0,1,2,1,2,53,0,1,0
4732,0,38.51961368132131,0,8.468346372615454,0,0,202500.0,1,1,0,1,0,1,3,44,0,0,1
9185,0,57.79721691752739,1,0.0,12,1,85500.0,4,1,1,1,1,0,2,50,0,1,0
231,1,63.757640471741375,1,0.0,12,1,112500.0,4,1,1,1,1,0,2,10,0,0,0
2077,0,45.03035654393999,0,4.019247486259129,1,4,67500.0,4,1,1,1,0,0,2,36,1,0,0
7286,1,33.31211455402917,0,1.9302244399268977,4,4,112500.0,4,1,1,1,1,0,2,60,1,0,0
6398,1,38.89470694127874,0,3.8412835308048763,10,0,360000.0,1,1,1,1,1,1,3,33,0,1,0
8579,1,36.189654818374095,0,0.2135567465451036,8,4,162000.0,4,1,1,1,1,0,2,7,0,0,0
3798,0,47.25079912660767,0,2.4038823521359096,15,4,45000.0,4,1,0,1,4,0,1,16,0,0,0
5210,0,53.01409337631847,0,33.76386921018228,11,2,270000.0,4,1,0,0,2,0,1,18,0,1,1
3876,0,38.407359494034786,0,8.97212126190134,3,2,108000.0,4,1,0,1,1,1,3,17,0,0,0
9067,0,28.392095662470823,0,3.7892632976720946,0,2,135000.0,1,1,0,0,3,0,1,38,1,0,0
3721,1,43.48891489900546,0,2.746120728009473,8,4,135000.0,4,1,0,1,0,0,2,4,0,0,0
2377,0,34.70570922058632,0,1.7604742054936104,8,4,99000.0,4,1,0,1,2,2,3,5,0,1,0
5769,0,46.544419118804626,0,9.341738707844788,8,0,243000.0,4,5,0,1,1,0,2,29,0,0,0
6352,1,46.259676790077826,0,0.350452096894529,4,0,270000.0,4,1,1,0,3,0,1,25,0,0,0
2905,0,36.64962319554816,0,3.8768763218957267,8,0,180000.0,4,1,1,1,1,2,4,28,0,0,0
1115,1,33.525671300574274,0,1.8398735086962772,8,0,126000.0,4,1,1,0,1,2,4,6,1,0,0
303,0,62.77199394922551,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,53,0,0,0
9398,0,54.07366338802302,0,9.878368481214535,8,4,180000.0,4,1,0,1,0,0,2,34,0,0,0
81,0,55.141447120748545,1,0.0,12,1,135000.0,4,1,1,0,1,0,2,60,0,1,1
8905,0,29.999247075573077,0,3.323819106484048,2,4,90000.0,4,1,0,0,1,0,2,21,0,0,0
7637,0,34.12253502809777,0,4.465526328398256,12,4,76500.0,1,1,1,1,1,2,4,33,0,1,0
5152,0,32.860359897876066,0,3.425121665742623,10,0,180000.0,1,1,1,1,1,2,4,26,1,0,0
2237,0,53.602743382821004,1,0.0,12,1,382500.0,1,1,0,1,1,0,2,31,0,1,0
8754,0,31.225829414703927,0,5.295112151515774,12,4,67500.0,4,1,1,0,1,0,2,26,1,0,0
1514,0,25.818463075901626,0,1.974030952038714,12,4,90000.0,4,1,1,1,1,0,2,4,0,0,1
5079,0,38.94398926740453,0,1.689288623311909,12,0,202500.0,4,1,0,1,1,1,3,35,0,0,0
1158,0,40.02546253516499,0,0.3395004688665749,8,0,157500.0,1,1,0,0,3,1,2,34,0,0,0
1857,1,52.30223755450146,0,10.048118715647822,8,0,225000.0,4,1,0,1,1,0,2,18,0,0,0
3846,0,53.68214268602367,0,11.74014524596672,9,4,135000.0,4,1,0,1,1,0,2,14,0,0,0
7564,1,60.58714415764869,1,0.0,12,1,292500.0,4,1,1,1,1,0,2,3,0,1,0
887,0,26.9683840188368,0,0.6735251237191728,12,0,225000.0,1,1,0,1,1,0,2,13,0,0,0
1685,0,50.38022683559553,0,5.883762158018302,8,4,67500.0,4,1,0,0,1,0,2,27,0,0,0
4381,0,57.33724854035333,1,0.0,12,1,450000.0,4,1,0,1,3,0,1,30,0,0,1
5127,0,35.973360164822004,0,3.8659246938677727,13,4,180000.0,4,1,1,1,1,0,2,19,0,0,0
9136,1,32.6139482672471,0,4.7885993552229,6,2,247500.0,4,1,1,1,0,0,2,59,0,0,0
5807,0,30.713840804397076,0,1.5961997850743,17,4,225000.0,1,1,1,1,2,0,1,8,0,1,0
4300,0,26.349617035257396,0,7.597691944393109,8,0,180000.0,1,5,0,1,1,0,2,6,0,0,0
